Degree,Log_frequency
396,1.3862943611198906
398,0.0
399,0.6931471805599453
400,1.3862943611198906
401,0.6931471805599453
402,1.0986122886681096
403,2.197224577336219
404,0.0
405,1.6094379124341003
406,0.6931471805599453
407,1.0986122886681096
408,0.6931471805599453
409,0.6931471805599453
410,0.0
411,1.0986122886681096
412,1.0986122886681096
413,0.6931471805599453
414,1.3862943611198906
415,0.0
416,0.6931471805599453
417,0.6931471805599453
418,1.0986122886681096
419,0.6931471805599453
420,1.6094379124341003
421,0.6931471805599453
422,0.0
423,1.0986122886681096
424,1.3862943611198906
425,0.6931471805599453
427,1.3862943611198906
428,1.0986122886681096
429,0.6931471805599453
430,0.6931471805599453
431,1.791759469228055
432,1.0986122886681096
433,1.0986122886681096
434,1.3862943611198906
435,0.6931471805599453
437,0.6931471805599453
438,1.6094379124341003
439,0.6931471805599453
440,0.6931471805599453
441,1.3862943611198906
442,1.0986122886681096
443,1.3862943611198906
445,1.0986122886681096
446,1.6094379124341003
447,1.0986122886681096
448,1.3862943611198906
449,1.0986122886681096
450,1.0986122886681096
452,0.0
453,1.6094379124341003
454,0.0
455,1.0986122886681096
456,0.6931471805599453
457,0.6931471805599453
458,0.6931471805599453
459,0.0
460,1.0986122886681096
461,0.6931471805599453
462,1.791759469228055
463,1.791759469228055
464,0.0
465,1.0986122886681096
466,1.3862943611198906
468,1.6094379124341003
469,0.0
470,0.6931471805599453
471,0.6931471805599453
472,1.3862943611198906
473,1.3862943611198906
474,1.0986122886681096
475,0.0
476,1.0986122886681096
477,0.6931471805599453
478,0.6931471805599453
480,0.6931471805599453
483,0.6931471805599453
484,0.6931471805599453
485,0.6931471805599453
486,1.0986122886681096
488,0.0
489,0.6931471805599453
490,0.6931471805599453
491,0.6931471805599453
492,0.6931471805599453
493,0.0
494,1.3862943611198906
495,1.0986122886681096
497,0.6931471805599453
499,1.3862943611198906
500,1.791759469228055
501,1.3862943611198906
502,0.0
503,1.3862943611198906
504,0.6931471805599453
505,0.0
506,0.6931471805599453
508,1.0986122886681096
510,0.0
511,0.6931471805599453
512,0.0
513,0.0
514,1.0986122886681096
515,1.0986122886681096
516,0.6931471805599453
517,0.6931471805599453
518,0.0
519,0.0
520,0.6931471805599453
521,0.0
522,0.6931471805599453
523,0.0
524,0.6931471805599453
525,0.6931471805599453
526,0.6931471805599453
528,0.0
529,0.0
530,0.6931471805599453
531,0.6931471805599453
532,0.0
533,0.0
534,0.0
535,0.0
536,1.0986122886681096
537,0.6931471805599453
538,1.0986122886681096
539,0.0
540,0.6931471805599453
541,0.0
542,0.6931471805599453
543,0.0
545,0.6931471805599453
546,1.0986122886681096
547,0.0
548,0.0
549,0.6931471805599453
550,1.0986122886681096
551,0.0
552,1.6094379124341003
553,1.0986122886681096
554,0.0
555,0.0
556,0.0
557,0.6931471805599453
558,0.0
560,0.0
563,1.3862943611198906
567,0.0
568,0.6931471805599453
569,1.0986122886681096
571,0.6931471805599453
572,0.0
573,0.6931471805599453
574,0.0
575,0.0
576,0.0
577,0.6931471805599453
579,0.0
581,0.0
582,0.6931471805599453
583,0.0
584,0.6931471805599453
585,0.0
586,0.0
588,0.6931471805599453
591,0.0
592,0.0
595,0.0
596,0.6931471805599453
597,0.6931471805599453
598,0.6931471805599453
601,0.6931471805599453
602,1.0986122886681096
603,0.0
604,0.0
605,0.0
607,0.0
609,0.0
610,0.0
611,0.0
612,0.0
614,1.3862943611198906
615,0.0
617,0.0
618,1.0986122886681096
620,0.6931471805599453
624,0.0
625,0.0
626,0.6931471805599453
627,0.0
628,0.0
629,0.6931471805599453
632,0.0
633,0.6931471805599453
634,0.6931471805599453
636,0.0
640,0.0
643,1.0986122886681096
644,0.6931471805599453
646,0.6931471805599453
648,0.0
649,0.0
650,0.0
651,0.0
652,0.0
654,0.0
656,0.0
657,0.0
658,0.0
659,0.6931471805599453
660,0.6931471805599453
661,0.0
662,0.0
663,0.0
667,1.0986122886681096
668,0.6931471805599453
671,0.0
672,0.6931471805599453
673,0.0
674,0.0
676,0.0
678,0.0
680,0.0
681,0.0
682,0.0
684,0.6931471805599453
685,1.0986122886681096
686,0.0
688,0.0
689,1.0986122886681096
690,0.0
692,0.0
697,0.0
699,0.0
702,0.0
704,0.0
705,0.6931471805599453
706,0.0
707,0.6931471805599453
709,0.0
710,0.6931471805599453
713,0.0
715,0.0
716,1.0986122886681096
717,0.0
718,0.0
719,0.0
720,0.0
721,0.6931471805599453
725,1.0986122886681096
726,0.0
729,0.0
730,0.6931471805599453
731,0.0
732,0.6931471805599453
736,0.0
737,0.0
739,0.0
741,0.0
743,0.0
744,0.0
747,0.0
748,1.0986122886681096
749,0.6931471805599453
751,1.0986122886681096
753,0.0
754,0.6931471805599453
755,1.0986122886681096
756,0.0
760,0.0
761,0.0
763,0.0
764,0.0
765,0.0
766,0.0
768,0.0
771,0.0
772,0.0
776,0.0
778,0.0
781,0.6931471805599453
784,0.6931471805599453
785,0.0
788,0.0
790,0.0
793,0.0
794,1.0986122886681096
795,0.0
803,0.0
804,1.0986122886681096
808,0.0
812,0.0
814,0.0
815,0.0
817,0.6931471805599453
819,0.0
820,0.0
821,0.6931471805599453
824,0.0
825,0.0
833,0.0
834,0.0
836,0.0
838,0.0
839,0.0
841,0.0
844,0.0
845,0.0
847,0.0
848,0.0
850,0.0
852,0.0
853,0.0
854,0.0
855,0.0
856,0.6931471805599453
858,0.0
860,0.0
862,0.0
864,0.0
866,0.0
869,0.0
870,0.0
871,0.6931471805599453
872,0.0
873,0.0
874,0.0
877,0.0
882,0.0
883,0.0
887,0.0
889,0.0
892,0.0
894,0.0
897,0.0
899,0.0
916,0.0
918,0.0
922,0.0
924,0.0
925,0.0
926,0.0
928,0.6931471805599453
932,0.0
933,0.0
947,0.0
948,0.0
953,0.6931471805599453
957,0.0
964,0.0
967,0.0
969,0.0
971,0.0
972,0.6931471805599453
973,0.6931471805599453
980,0.0
981,0.0
987,0.0
988,0.0
990,0.0
996,0.0
1000,0.6931471805599453
1003,0.0
1004,0.0
1007,0.0
1008,0.6931471805599453
1012,0.6931471805599453
1013,0.6931471805599453
1015,0.0
1018,0.0
1019,0.0
1020,0.0
1022,0.0
1023,0.0
1024,0.0
1033,0.0
1037,0.0
1040,0.0
1043,0.0
1045,0.0
1046,0.0
1058,0.6931471805599453
1059,0.0
1060,0.0
1061,0.0
1064,0.6931471805599453
1079,0.0
1085,0.0
1086,0.0
1089,0.0
1095,0.0
1097,0.0
1098,0.0
1101,0.0
1103,0.0
1104,0.0
1107,0.0
1108,0.0
1113,0.0
1116,0.0
1130,0.0
1131,0.0
1132,0.6931471805599453
1144,0.0
1145,0.0
1150,0.0
1152,0.0
1157,0.0
1158,0.0
1161,0.0
1163,0.0
1172,0.0
1174,0.0
1178,0.0
1183,0.0
1198,0.0
1208,0.0
1212,0.0
1229,0.0
1230,0.0
1239,0.0
1244,0.0
1246,0.0
1251,0.0
1254,0.0
1258,0.0
1276,0.0
1278,0.0
1282,0.0
1283,0.0
1287,0.0
1288,0.0
1297,0.0
1310,0.0
1315,0.0
1321,0.0
1333,0.0
1337,0.0
1341,0.0
1350,0.0
1365,0.0
1369,0.0
1379,0.0
1392,0.0
1406,0.6931471805599453
1407,0.0
1416,0.0
1419,0.0
1421,0.0
1427,0.0
1436,0.0
1442,0.0
1455,0.0
1459,0.0
1478,0.0
1480,0.0
1481,0.0
1486,0.6931471805599453
1491,0.0
1495,0.0
1511,0.0
1532,0.0
1533,0.0
1558,0.0
1565,0.0
1571,0.0
1582,0.0
1583,0.0
1586,0.0
1588,0.0
1589,0.0
1594,0.0
1622,0.0
1630,0.0
1648,0.0
1651,0.0
1666,0.0
1707,0.0
1718,0.0
1729,1.0986122886681096
1730,0.0
1761,0.0
1762,0.0
1771,0.0
1808,0.0
1815,0.6931471805599453
1816,0.0
1823,0.0
1841,0.0
1853,0.0
1860,0.0
1869,0.0
1883,0.0
1884,0.0
1898,0.0
1903,0.0
1924,0.0
1945,0.0
1951,0.0
1959,0.0
1965,0.0
1971,0.0
1992,0.0
2015,0.0
2020,0.0
2058,0.0
2067,0.0
2077,0.0
2083,0.0
2088,0.0
2094,0.0
2100,0.0
2113,0.0
2126,0.0
2128,0.0
2135,0.0
2161,0.0
2164,0.0
2188,0.0
2197,0.0
2199,0.0
2202,0.0
2204,0.0
2211,0.0
2217,0.0
2252,0.0
2257,0.0
2263,0.0
2325,0.0
2334,0.0
2355,0.0
2374,0.0
2378,0.0
2380,0.0
2400,0.0
2444,0.0
2464,0.0
2488,0.0
2504,0.0
2535,0.0
2591,0.0
2628,0.0
2634,0.0
2720,0.0
2742,0.0
2753,0.0
2763,0.0
2799,0.0
2800,0.0
2818,0.0
2830,0.0
2837,0.0
2866,0.6931471805599453
2924,0.0
2956,0.0
2992,0.0
3024,0.0
3035,0.0
3100,0.0
3114,0.0
3160,0.0
3394,0.0
3506,0.0
3621,0.0
3707,0.0
4044,0.0
4217,0.0
4253,0.0
4352,0.0
4364,0.0
4422,0.0
4877,0.0
4899,0.0
5393,0.0
6102,0.0
7917,0.0
8843,0.0
9762,0.0
10461,0.0
11281,0.0
14641,0.0
28754,0.0
